id,Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg),Predicted class
17086,-31.9922,25.6744,0.053,29.22,9.56,11.77,46.65,11.68,3.2,very low contamination
17087,-32.305,25.7361,0.0,45.34,11.99,11.52,38.77,11.47,4.15,very low contamination
17088,-31.9156,24.7697,0.0,28.02,10.63,14.0,45.08,13.61,4.8,very low contamination
17089,-31.8931,24.6986,0.0,26.25,21.33,27.22,74.63,18.11,8.48,very low contamination
17090,-32.1136,24.3981,0.17,30.11,8.81,15.03,62.11,8.96,3.94,very low contamination
17091,-32.4983,24.8111,0.039,51.15,17.27,19.27,71.8,18.61,7.74,very low contamination
17092,-32.485,24.6128,0.0,35.24,11.43,17.66,58.7,15.21,5.94,very low contamination
17093,-33.1261,24.4556,0.077,18.2,14.92,32.66,62.06,24.27,7.68,very low contamination
17094,-33.21,24.5433,0.0,43.09,17.19,22.01,52.71,12.81,5.08,very low contamination
17095,-33.2044,24.8522,0.12,22.32,15.23,44.04,148.56,16.51,6.9,very low contamination
17096,-33.4422,25.0986,0.0,20.58,13.43,12.43,38.89,8.28,4.15,very low contamination
17097,-33.6033,25.3978,0.0,32.06,24.12,12.73,83.85,13.36,9.13,very low contamination
17098,-33.7403,24.6286,0.153,33.18,15.76,23.99,73.41,13.57,10.21,very low contamination
17099,-33.9136,24.7608,0.051,13.88,4.32,8.68,12.0,3.52,0.57,very low contamination
17100,-33.6742,25.5911,0.323,24.06,38.25,11.81,36.81,8.85,8.14,very low contamination
17101,-33.4231,25.8636,0.0,25.17,11.44,12.44,33.56,13.34,6.51,very low contamination
17102,-33.1481,25.8817,0.25,48.94,18.61,18.45,55.57,17.02,5.72,very low contamination
17103,-32.6522,25.9242,0.375,50.62,23.97,12.42,53.91,20.64,7.23,very low contamination
17104,-32.7575,26.3783,0.035,17.25,3.53,8.51,21.34,5.52,2.72,very low contamination
17105,-32.8067,26.7506,0.303,21.27,20.89,31.27,43.34,55.17,21.24,very low contamination
17106,-32.83,27.0911,0.053,25.94,3.81,14.68,28.19,7.47,4.92,very low contamination
17107,-33.2475,26.5975,0.156,18.51,4.39,11.77,30.56,6.0,4.34,very low contamination
17108,-33.572,26.3644,0.0,17.36,1.25,10.57,34.9,1.38,0.77,very low contamination
17109,-33.5458,27.0158,0.151,19.13,1.85,11.43,56.72,2.66,2.2,very low contamination
17110,-33.2533,27.3528,0.016,9.2,2.21,6.93,21.26,2.05,1.53,very low contamination
17111,-32.9008,27.8772,0.035,12.29,1.59,9.11,10.69,2.12,2.91,very low contamination
17112,-32.4803,27.4317,0.1,25.92,28.37,6.55,49.95,16.78,7.41,very low contamination
17113,-32.2342,26.8539,0.0,71.38,25.75,10.92,45.51,23.12,8.41,low contamination
17114,-32.1758,26.8525,0.109,43.7,25.02,11.11,54.71,55.91,11.11,very low contamination
17115,-31.822,27.0431,0.087,30.42,11.16,13.23,46.73,11.01,6.25,very low contamination
17116,-31.9239,27.8375,0.06,14.41,5.31,11.21,33.32,4.43,3.79,very low contamination
17117,-31.6056,27.9547,0.081,40.4,12.15,19.27,64.15,13.06,7.9,very low contamination
17118,-31.3822,27.1303,0.11,32.68,10.04,12.47,40.33,11.87,6.78,very low contamination
17119,-31.3717,26.7342,0.046,21.97,7.1,9.21,41.32,10.03,4.21,very low contamination
17120,-24.3592,30.1172,0.0,134.7,220.16,13.16,46.81,18.22,18.95,moderate contamination
17121,-24.0428,30.7281,0.0,308.3,284.95,12.88,63.07,33.87,30.13,moderate contamination
17122,-24.4442,31.0206,0.0,27.92,12.1,6.53,29.69,14.71,3.97,very low contamination
17123,-24.3361,31.2072,0.0,46.72,21.49,8.04,26.78,25.42,7.66,very low contamination
17124,-27.1142,32.0628,0.0,9.41,2.28,24.29,56.47,13.69,6.72,very low contamination
17125,-27.0361,32.3339,0.0,10.8,3.0,3.33,12.28,1.97,2.48,very low contamination
17126,-26.9722,32.7256,0.986,3.33,1.94,3.8,22.95,1.31,0.72,very low contamination
17127,-27.4278,32.3767,0.0,4.62,0.6,5.2,9.85,1.36,0.75,very low contamination
17128,-28.1608,31.8783,0.0,50.08,11.96,19.29,15.44,9.19,3.11,very low contamination
17129,-28.3167,31.7803,0.0,51.88,26.58,18.21,31.76,28.48,11.41,very low contamination
17130,-28.3031,32.0883,0.0,10.61,3.86,29.73,11.4,4.05,2.36,very low contamination
17131,-28.1819,32.2728,0.0,10.15,0.96,5.69,5.25,4.26,3.03,very low contamination
17132,-28.5758,32.2092,0.0,13.97,0.0,5.33,4.72,0.78,0.0,very low contamination
17133,-28.5778,31.2986,0.0,55.41,13.18,24.83,26.89,9.15,4.17,very low contamination
17134,-28.1664,31.2133,0.0,48.26,25.21,34.49,52.95,29.17,15.19,very low contamination
17135,-28.0767,31.0447,0.0,61.7,29.94,21.32,39.08,23.43,16.8,low contamination
17136,-28.1303,30.3503,0.0,31.44,6.97,16.27,13.46,8.48,7.03,very low contamination
17137,-30.6553,30.0083,0.0,120.38,47.64,18.37,84.9,44.1,22.37,moderate contamination
17138,-29.2047,31.1517,0.0,96.18,33.7,30.77,62.19,10.15,3.92,moderate contamination
17139,-30.1628,30.0883,0.0,286.71,85.13,15.97,88.02,48.94,57.14,moderate contamination
17140,-30.5422,30.5092,0.0,33.22,7.43,10.59,53.36,9.69,6.48,very low contamination
17141,-29.1028,30.6058,0.0,116.7,51.17,33.6,45.32,42.0,34.69,moderate contamination
17142,-28.37,32.0128,0.618,103.14,36.95,9.36,27.1,32.76,30.02,moderate contamination
17143,-28.3706,32.0142,0.69,95.75,52.49,33.16,230.79,37.24,31.34,moderate contamination
17144,-28.37,32.0128,0.984,49.46,15.7,10.34,99.6,11.89,13.0,very low contamination
17145,-28.3706,32.0142,0.581,62.54,41.03,7.11,23.9,115.71,29.32,moderate contamination
17146,-28.3775,32.0125,0.561,61.29,25.3,8.42,44.8,14.37,13.12,very low contamination
17147,-30.2069,29.5442,0.0,224.89,84.79,16.97,71.52,82.61,31.18,moderate contamination
17148,-28.3978,32.0056,0.437,33.88,4.65,12.74,18.3,7.68,6.26,very low contamination
17149,-31.709,27.9623,0.523,34.72,7.35,9.12,19.3,10.03,7.27,very low contamination
17150,-32.1835,28.2226,0.564,90.4,27.64,7.86,29.5,39.15,18.51,moderate contamination
17151,-32.3781,27.9724,0.489,31.75,36.48,30.69,99.14,31.43,14.09,very low contamination
17152,-31.6289,29.3411,0.71,52.9,10.37,12.01,23.9,15.82,19.42,very low contamination
17153,-31.8175,29.0464,1.671,45.71,11.9,15.71,39.7,15.67,5.45,very low contamination
17154,-31.664,29.4581,0.927,27.18,7.25,16.37,52.0,10.83,6.05,very low contamination
17155,-32.1266,28.8426,0.605,30.36,5.32,11.32,48.6,7.71,5.44,very low contamination
17156,-32.3218,28.7071,0.536,41.54,6.59,15.0,22.4,12.7,6.46,very low contamination
17157,-30.2495,28.5513,0.618,18.58,4.49,12.48,30.4,8.85,4.82,very low contamination
17158,-31.2222,28.6374,0.704,85.67,21.15,18.02,48.0,40.56,21.45,moderate contamination
17159,-31.3917,28.6849,0.53,143.33,45.1,24.26,30.1,42.3,18.43,moderate contamination
17160,-30.7898,29.4826,0.29,382.21,63.62,12.7,39.6,50.26,44.1,high contamination
17161,-31.093,29.4896,0.318,44.06,10.35,18.49,57.5,15.01,8.42,very low contamination
17162,-31.3175,29.8243,0.614,39.08,19.84,17.34,28.7,28.65,9.94,very low contamination
17163,-30.9048,29.8237,0.653,131.03,17.39,12.29,46.8,20.59,3.52,moderate contamination
17164,-30.9159,29.9704,0.626,138.54,18.18,9.83,27.4,17.88,2.17,moderate contamination
17165,-30.8583,29.7004,0.65,206.93,78.69,19.14,38.65,61.75,66.99,moderate contamination
17166,-32.6359,28.1682,0.717,17.97,3.97,7.3,27.6,4.79,3.75,very low contamination
17167,-32.7939,28.023,0.547,53.79,15.96,12.17,13.6,19.33,11.71,very low contamination
17168,-26.4717,29.5134,0.764,51.48,16.68,11.34,42.1,19.89,8.82,very low contamination
17169,-28.3239,30.7246,0.479,57.16,28.79,5.16,25.6,35.18,12.24,very low contamination
17170,-28.1356,30.1679,0.404,271.86,63.4,13.28,39.2,45.72,33.82,moderate contamination
17171,-25.9922,29.1569,0.415,225.08,74.11,14.86,61.93,43.84,31.5,moderate contamination
17172,-33.7407,25.0295,0.484,33.47,12.24,12.74,31.3,13.01,7.17,very low contamination
17173,-33.1865,24.5603,0.271,33.98,14.95,19.88,37.0,15.74,8.19,very low contamination
17174,-33.6826,23.0763,0.734,32.13,28.32,25.61,28.9,28.12,13.05,very low contamination
17175,-33.7429,23.4768,0.413,43.32,21.79,27.56,82.58,22.0,10.32,very low contamination
17176,-33.8248,23.8815,0.491,19.18,5.43,10.56,8.6,8.24,4.17,very low contamination
17177,-33.724,23.3371,0.675,23.87,13.63,16.71,20.4,11.51,7.49,very low contamination
17178,-31.1576,24.5741,0.808,71.52,11.85,9.44,45.2,14.26,7.52,low contamination
17179,-32.6599,25.2752,0.809,46.82,15.67,19.44,38.5,17.09,7.91,very low contamination
17180,-31.5253,25.9219,1.17,48.26,7.09,19.32,35.85,8.19,3.84,very low contamination
17181,-30.7649,25.0895,0.615,32.74,14.98,5.55,51.8,48.65,11.84,very low contamination
17182,-29.5964,25.9596,1.513,60.99,20.11,10.84,37.1,23.93,9.58,low contamination
17183,-30.9138,25.0514,0.554,33.83,5.96,14.98,35.0,11.34,3.78,very low contamination
17184,-32.3625,19.1467,0.383,194.18,48.49,16.91,20.3,36.24,25.24,moderate contamination
17185,-25.4337,29.2171,0.674,196.47,57.32,22.74,29.6,39.25,29.13,moderate contamination
17186,-25.2093,28.8724,0.727,172.71,67.38,28.17,57.75,40.31,28.83,moderate contamination
17187,-25.6547,29.1231,0.485,83.05,28.82,8.8,48.71,37.64,16.78,moderate contamination
17188,-25.4337,29.2171,1.168,46.72,11.23,47.64,67.1,15.22,5.37,very low contamination
17189,-28.3658,32.0083,0.0,11.53,2.38,57.84,60.2,6.24,0.78,very low contamination
17190,-28.3694,32.0119,0.0,79.56,6.13,42.7,23.3,6.99,3.91,low contamination
17191,-25.0539,28.8697,0.0,64.95,15.35,7.41,19.5,9.13,5.55,very low contamination
17192,-25.0746,28.6758,0.0,58.27,7.38,63.16,22.4,10.83,11.92,low contamination
17193,-29.75,30.705,0.0,29.22,8.19,16.81,14.6,10.19,5.06,very low contamination
17194,-29.8077,30.8957,0.0,32.52,5.17,15.09,29.7,8.18,2.54,very low contamination
17195,-29.9167,29.5742,0.0,98.17,38.43,31.45,45.1,32.12,19.69,moderate contamination
17196,-28.7728,31.7532,0.0,92.4,32.26,20.27,39.6,30.68,22.53,moderate contamination
17197,-28.7722,31.8,0.0,30.73,8.79,6.24,13.3,6.83,5.65,very low contamination
17198,-28.672,31.7557,0.0,23.6,6.83,8.91,19.7,4.72,15.15,very low contamination
17199,-24.6,29.9278,0.0,73.23,27.38,4.82,99.9,32.78,39.91,moderate contamination
17200,-26.0278,29.3694,0.0,34.1,8.24,4.89,18.8,5.32,1.5,very low contamination
17201,-22.2183,29.1639,0.0,170.12,51.61,14.17,45.1,24.29,10.07,moderate contamination
17202,-26.7583,29.4208,0.0,72.89,51.7,10.13,51.9,31.68,12.28,low contamination
17203,-25.5958,28.3625,0.0,137.46,44.63,29.67,44.7,33.35,19.59,moderate contamination
17204,-26.2708,27.7986,0.0,125.06,36.42,21.83,43.3,79.08,18.99,moderate contamination
17205,-26.5417,27.7083,0.0,28.89,2.74,12.18,12.1,5.47,1.05,very low contamination
17206,-27.1464,29.7789,0.0,148.31,48.19,14.93,39.5,28.93,15.06,moderate contamination
17207,-27.1656,29.7184,0.0,119.31,42.29,22.31,78.3,45.66,24.34,moderate contamination
17208,-27.105,29.788,0.0,44.54,9.86,13.6,26.3,10.86,5.14,very low contamination
17209,-28.9237,24.3404,0.0,57.26,13.76,9.69,22.3,9.9,2.79,very low contamination
17210,-29.0369,24.609,0.0,66.58,26.47,13.28,67.9,19.66,7.96,very low contamination
17211,-28.9555,24.2551,0.0,51.13,18.19,9.8,55.7,15.43,6.69,very low contamination
17212,-29.1204,24.6687,0.0,46.37,8.27,17.22,67.5,7.72,1.97,very low contamination
17213,-29.0145,24.1875,0.0,42.02,13.89,5.71,32.5,11.52,4.95,very low contamination
17214,-29.0399,24.1619,0.0,61.47,20.69,10.88,53.1,19.31,8.59,very low contamination
17215,-24.2944,29.7944,0.0,75.29,31.24,12.86,62.0,26.3,11.17,low contamination
17216,-26.6806,28.0667,0.0,36.61,9.39,4.5,25.2,8.57,3.79,very low contamination
17217,-24.295,29.7694,0.0,58.09,15.48,6.2,12.7,9.44,5.1,very low contamination
17218,-24.3708,29.8181,0.0,67.12,19.79,4.53,12.8,10.71,7.33,low contamination
17219,-26.6819,28.0653,5.496,95.48,34.42,532.83,132.0,95.41,10.98,moderate contamination
17220,-26.6847,28.1056,0.0,133.98,25.73,29.29,33.0,20.12,4.05,moderate contamination
17221,-26.5375,28.3292,0.0,46.42,12.2,7.84,17.2,8.78,1.64,very low contamination
17222,-30.8052,29.9208,0.0,25.05,7.25,7.58,21.0,10.64,6.35,very low contamination
17223,-30.8461,29.7937,0.0,183.3,87.32,19.51,33.3,46.95,30.88,moderate contamination
17224,-30.9749,29.9994,0.0,33.32,10.15,9.45,12.5,12.32,7.51,very low contamination
17225,-30.1833,29.5239,0.0,11.84,0.63,1.87,11.7,1.74,0.42,very low contamination
17226,-30.3103,29.935,0.0,58.71,26.43,7.33,23.4,11.13,9.16,very low contamination
17227,-30.0694,29.5799,0.0,55.7,18.74,17.88,38.3,18.52,10.67,very low contamination
17228,-30.2984,29.8663,0.0,88.89,19.89,19.23,35.0,31.59,9.17,moderate contamination
17229,-30.3103,29.935,0.0,245.92,77.88,20.68,34.7,79.56,44.54,moderate contamination
17230,-30.7883,29.6719,0.0,192.08,89.32,20.41,41.6,80.24,44.71,moderate contamination
17231,-30.8067,29.6815,0.0,206.23,68.55,16.1,33.5,67.92,57.16,moderate contamination
17232,-30.2967,29.5819,0.0,219.81,60.01,14.07,123.9,70.89,43.04,moderate contamination
17233,-30.2898,29.5872,0.0,110.09,34.15,22.15,26.8,28.63,23.58,moderate contamination
17234,-30.7853,29.5548,0.0,221.36,53.14,18.78,31.0,53.06,12.71,moderate contamination
17235,-30.305,29.6953,0.0,82.73,22.84,33.45,38.1,26.32,8.43,moderate contamination
17236,-30.2838,29.7346,0.0,190.76,49.92,18.69,30.0,59.59,11.38,moderate contamination
17237,-28.3669,32.0081,0.0,25.78,17.89,15.75,47.1,11.94,8.3,very low contamination
17238,-24.9575,29.0567,0.0,34.14,10.95,7.34,0.0,7.53,0.0,very low contamination
17239,-30.7672,24.9533,0.11,88.32,90.74,12.34,0.0,121.32,0.0,moderate contamination
17240,-30.7625,25.2442,0.309,67.65,161.28,13.81,0.0,98.03,0.0,moderate contamination
17241,-30.9428,25.2108,0.03,31.83,16.33,8.9,0.0,8.33,0.0,very low contamination
17242,-31.0247,25.2889,0.05,18.99,10.02,10.07,0.0,8.82,0.0,very low contamination
17243,-31.9258,25.4042,0.077,147.29,61.85,6.68,0.0,157.68,0.0,moderate contamination
17244,-25.3333,30.0736,0.073,81.74,25.0,5.57,0.0,26.72,0.0,moderate contamination
17245,-25.4861,30.4569,0.088,32.69,16.32,11.62,0.0,16.2,0.0,very low contamination
17246,-25.5325,30.2539,0.091,39.34,13.25,7.32,0.0,15.42,0.0,very low contamination
17247,-28.3842,24.3022,0.061,28.74,19.34,9.12,0.0,3.45,0.0,very low contamination
17248,-26.4519,30.5169,0.091,39.34,13.25,7.32,0.0,15.42,0.0,very low contamination
17249,-27.975,28.2125,0.224,84.04,21.7,5.78,0.0,25.91,0.0,moderate contamination
17250,-27.8719,27.9044,0.047,27.69,9.57,7.52,0.0,8.45,0.0,very low contamination
17251,-27.2842,28.685,0.047,27.69,9.57,7.52,0.0,8.45,0.0,very low contamination
17252,-27.4608,28.0586,0.131,118.45,19.6,16.66,0.0,14.26,0.0,moderate contamination
17253,-30.2767,30.9725,0.045,24.28,0.0,14.15,0.0,3.29,0.0,very low contamination
17254,-30.2436,30.9725,0.045,24.28,0.0,14.15,0.0,3.29,0.0,very low contamination
17255,-30.3189,30.9075,0.067,18.94,9.02,10.93,0.0,3.69,0.0,very low contamination
17256,-30.335,30.8836,0.067,18.94,9.02,10.93,0.0,3.69,0.0,very low contamination
17257,-30.3417,30.6639,0.099,24.35,9.63,15.1,0.0,6.02,0.0,very low contamination
17258,-29.1114,24.1,0.053,87.22,46.85,6.67,0.0,10.46,0.0,moderate contamination
17259,-30.06,30.1758,0.125,69.53,25.86,19.25,0.0,43.04,0.0,moderate contamination
17260,-30.0914,30.1156,0.052,268.12,57.99,17.08,0.0,65.73,0.0,high contamination
17261,-30.1631,30.1356,0.04,141.44,35.58,8.43,0.0,25.4,0.0,moderate contamination
17262,-30.5528,29.4094,0.057,34.06,3.37,8.12,0.0,8.08,0.0,very low contamination
17263,-30.5117,29.3242,0.108,118.87,22.02,23.98,0.0,36.4,0.0,moderate contamination
17264,-31.7394,28.0689,0.043,142.13,25.09,19.79,0.0,42.0,0.0,moderate contamination
17265,-31.3981,27.5453,0.048,132.43,36.09,14.3,0.0,40.69,0.0,moderate contamination
17266,-30.7975,27.4411,0.059,117.52,24.51,13.02,0.0,84.05,0.0,moderate contamination
17267,-31.3836,27.8192,0.093,61.77,44.54,9.41,0.0,213.17,0.0,moderate contamination
17268,-29.5481,23.7728,0.058,11.56,37.48,10.13,0.0,14.88,0.0,very low contamination
17269,-31.0214,28.0836,0.045,130.91,20.44,12.33,0.0,16.61,0.0,moderate contamination
17270,-26.8804,24.1001,0.078,72.19,27.13,3.54,0.0,7.64,0.0,low contamination
17271,-27.5844,20.482,0.123,16.16,8.74,46.52,0.0,11.12,0.0,very low contamination
17272,-29.2558,16.7768,0.053,20.15,7.83,15.08,0.0,5.24,0.0,very low contamination
17273,-29.2558,16.7769,0.027,3.31,5.86,3.56,0.0,0.9,0.0,very low contamination
17274,-32.1353,18.9881,0.075,26.9,8.04,16.32,0.0,17.0,0.0,very low contamination
17275,-32.2043,19.2661,0.033,9.12,0.0,6.16,0.0,2.51,0.0,very low contamination
17276,-32.2043,19.2661,0.075,31.32,14.53,13.73,0.0,14.85,0.0,very low contamination
17277,-32.4236,19.1667,0.11,16.26,13.35,8.74,0.0,7.21,0.0,very low contamination
17278,-33.4416,18.7749,0.11,16.26,13.35,8.74,0.0,7.21,0.0,very low contamination
17279,-29.9272,23.0089,0.076,145.12,58.52,8.78,0.0,131.79,0.0,moderate contamination
17280,-33.3556,19.2993,0.039,6.76,0.0,3.83,0.0,1.77,0.0,very low contamination
17281,-33.3396,19.3006,0.058,41.84,10.76,29.25,0.0,16.82,0.0,very low contamination
17282,-34.2688,19.4376,0.117,44.68,35.96,28.46,0.0,19.38,0.0,very low contamination
17283,-34.2173,19.787,0.042,30.54,17.7,13.92,0.0,15.97,0.0,very low contamination
17284,-33.9787,22.2142,0.102,18.29,13.51,13.75,0.0,5.62,0.0,very low contamination
17285,-34.0189,22.4987,0.013,8.96,0.0,10.86,0.0,1.37,0.0,very low contamination
17286,-34.0169,23.4042,0.013,8.96,0.0,10.86,0.0,1.37,0.0,very low contamination
17287,-34.0102,24.1144,0.069,26.03,21.52,19.83,0.0,7.43,0.0,very low contamination
17288,-33.771,24.8259,0.121,21.38,13.13,9.94,0.0,10.0,0.0,very low contamination
17289,-30.3647,24.0186,0.071,293.97,114.77,4.99,0.0,102.46,0.0,high contamination
17290,-33.795,25.1799,0.194,77.6,43.26,8.14,0.0,54.77,0.0,moderate contamination
17291,-33.5006,25.6746,0.145,17.58,15.85,15.66,0.0,14.41,0.0,very low contamination
17292,-33.3835,25.7117,0.145,17.58,15.85,15.66,0.0,14.41,0.0,very low contamination
17293,-33.2062,25.276,0.104,70.61,0.0,5.94,0.0,192.33,0.0,moderate contamination
17294,-33.3785,25.7218,0.104,70.61,0.0,5.94,0.0,192.33,0.0,moderate contamination
17295,-32.0916,27.6669,0.063,113.53,0.0,16.88,0.0,203.21,0.0,moderate contamination
17296,-32.2669,28.019,0.063,113.53,0.0,16.88,0.0,203.21,0.0,moderate contamination
17297,-32.2704,28.0188,0.08,107.27,0.0,6.75,0.0,147.06,0.0,moderate contamination
17298,-32.2218,27.9684,0.076,98.78,0.0,3.73,0.0,236.53,0.0,moderate contamination
17299,-32.1051,27.8638,0.07,102.54,0.0,3.44,0.0,172.67,0.0,moderate contamination
17300,-30.8692,24.1033,0.055,319.69,342.46,4.41,0.0,28.69,0.0,moderate contamination
17301,-32.1207,27.7696,0.07,102.54,0.0,3.44,0.0,172.67,0.0,moderate contamination
17302,-31.9402,27.6164,0.07,102.54,0.0,3.44,0.0,172.67,0.0,moderate contamination
17303,-31.9651,27.5086,0.082,127.92,0.0,5.22,0.0,125.49,0.0,moderate contamination
17304,-31.9743,27.4979,0.085,259.84,126.97,7.58,0.0,51.83,0.0,moderate contamination
17305,-31.6934,27.4005,0.105,113.31,0.0,3.15,0.0,176.79,0.0,moderate contamination
17306,-31.9581,27.5752,0.09,92.27,54.22,15.07,0.0,51.96,0.0,moderate contamination
17307,-32.2926,27.5707,0.09,92.27,54.22,15.07,0.0,51.96,0.0,moderate contamination
17308,-32.2237,27.4168,0.009,5.45,0.0,1.52,0.0,1.39,0.0,very low contamination
17309,-32.1352,27.4068,0.033,67.48,6.55,6.81,0.0,6.68,0.0,very low contamination
17310,-32.4843,27.5666,0.031,40.69,3.44,9.92,0.0,3.59,0.0,very low contamination
17311,-30.9353,24.635,0.042,49.46,24.29,8.92,0.0,37.53,0.0,very low contamination
17312,-32.1349,27.499,0.046,286.08,107.8,24.34,0.0,26.68,0.0,moderate contamination
17313,-32.0395,28.6885,0.057,238.0,60.66,21.5,0.0,29.9,0.0,moderate contamination
17314,-31.3458,28.6397,0.144,101.26,29.82,14.5,0.0,24.68,0.0,moderate contamination
17315,-31.9043,28.6744,0.144,101.26,29.82,14.5,0.0,24.68,0.0,moderate contamination
17316,-28.6154,25.8197,27.637,415.74,1069.43,124.02,0.0,524.14,0.0,high contamination
17317,-28.9706,25.8798,27.637,415.74,1069.43,124.02,0.0,524.14,0.0,high contamination
17318,-28.4892,26.3675,0.34,65.17,18.6,10.14,0.0,12.51,0.0,very low contamination
17319,-26.5444,28.34,0.34,65.17,18.6,10.14,0.0,12.51,0.0,very low contamination
17320,-26.5419,28.3361,0.045,203.83,57.54,18.61,0.0,37.46,0.0,moderate contamination
17321,-30.7914,24.7047,0.075,110.31,87.88,17.17,0.0,69.81,0.0,moderate contamination
17322,-26.5403,28.3314,0.097,134.97,58.26,14.75,0.0,20.59,0.0,moderate contamination
17323,-26.6797,28.0617,0.077,233.12,67.57,17.3,0.0,57.65,0.0,moderate contamination
17324,-26.1489,26.1756,0.05,107.4,82.19,6.03,0.0,15.6,0.0,moderate contamination
17325,-27.1717,26.6638,0.044,431.82,383.18,7.98,0.0,23.44,0.0,high contamination
17326,-27.3187,25.5017,0.047,388.7,140.07,4.29,0.0,21.78,0.0,high contamination
17327,-26.8501,25.0803,0.088,376.97,630.46,8.76,0.0,38.93,0.0,high contamination
17328,-26.4147,25.0594,0.044,378.61,135.88,4.04,0.0,20.18,0.0,moderate contamination
17329,-25.65,25.8667,0.022,0.038,0.594,14.064,0.99,9.93,23.48,very low contamination
17330,-25.5333,29.8667,0.014,0.069,0.164,3.261,0.56,5.44,18.38,very low contamination
17331,-25.5,29.8667,0.002,0.045,0.11,1.659,0.26,1.64,1.09,very low contamination
17332,-25.772,30.0731,0.006,0.0,0.072,6.337,0.23,4.49,3.8,very low contamination
